,id,ccn,date,update_date,city,province,postal_code,address,incident,incident_class,narrative,latitude,longitude
11,14,23-5018,2023-03-31 00:01:00+00:00,2023-04-01 17:02:41+00:00,NEW WESTMINSTER,BC,V3M,100 Block 10TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2021367,-122.917753
12,15,23-4977,2023-03-30 22:55:00+00:00,2023-04-01 17:02:41+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2124082,-122.921433
13,16,23-4976,2023-03-14 15:19:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051
14,17,23-4019,2023-03-29 20:55:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 0E5,200 Block SALTER ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.1958008,-122.9235975
15,18,23-4917,2023-03-29 15:39:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
16,19,23-4901,2023-03-29 00:31:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 6H1,1100 Block QUAYSIDE DR,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.20055,-122.924757
17,20,23-4878,2023-03-29 02:32:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3L 5L6,300 Block GINGER DR,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2180608,-122.9055998
18,21,23-4885,2023-03-28 21:52:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
19,22,23-4869,2023-03-29 19:07:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
20,23,23-4909,2023-03-29 00:30:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 2C9,1600 Block 6TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2040879,-122.9371647
21,24,23-4879,2023-03-28 21:28:00+00:00,2023-03-30 16:58:00+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
22,25,23-4868,2023-03-27 19:21:00+00:00,2023-03-29 16:14:51+00:00,NEW WESTMINSTER,BC,V3L 2A6,100 Block GLOVER AVE,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.22267670000001,-122.9184594
23,26,23-4798,2023-03-28 16:14:00+00:00,2023-03-29 16:14:51+00:00,NEW WESTMINSTER,BC,V3L 4R9,800 Block JACKSON CRES,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.22513,-122.90836
24,27,23-4856,2023-03-27 23:08:00+00:00,2023-03-29 16:14:51+00:00,NEW WESTMINSTER,BC,V3L 5H8,100 Block 6TH ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2052427,-122.9103696
25,28,23-4814,2023-03-27 17:58:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
26,29,23-4791,2023-03-21 01:06:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3M 4H1,100 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200785,-122.9223936
27,30,23-4412,2023-03-27 04:00:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3M 5C5,800 Block EWEN AVE,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.1880691,-122.9416413
28,31,23-4808,2023-03-27 16:43:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3M 1M4,300 Block 10TH AVE,THEFT MOTORCYCLE UNDER $5000,Theft of Vehicle,THEFT MOTORCYCLE UNDER $5000,49.2211459,-122.9231687
29,32,23-4788,2023-03-27 10:43:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3L 5H8,100 Block 6TH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2052427,-122.9103696
30,33,23-4779,2023-03-26 22:10:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3L,1 Block AVE & MCBRIDE BLVD,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2182605,-122.9067795
31,34,23-4760,2023-03-25 08:00:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2057179,-122.910956
32,35,23-80103,2023-03-27 16:08:00+00:00,2023-03-28 16:50:56+00:00,NEW WESTMINSTER,BC,V3M 2R6,1000 Block 8TH AVE,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2120139,-122.9308579
33,36,23-4786,2023-03-25 22:00:00+00:00,2023-03-27 16:20:55+00:00,NEW WESTMINSTER,BC,V3M 5G7,800 Block BOYD ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.190715,-122.9449051
34,37,23-4724,2023-03-22 04:50:00+00:00,2023-03-27 16:20:55+00:00,NEW WESTMINSTER,BC,V3L 1B8,200 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.205212,-122.903582
35,38,23-4492,2023-03-25 18:11:00+00:00,2023-03-26 16:47:04+00:00,NEW WESTMINSTER,BC,V3M 2Y2,2200 Block EDINBURGH ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2013039,-122.9528827
36,39,23-4709,2023-03-25 21:08:00+00:00,2023-03-26 16:47:04+00:00,NEW WESTMINSTER,BC,V3L 1S8,300 Block REGINA ST,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2143089,-122.9156287
37,40,23-4720,2023-03-24 22:18:00+00:00,2023-03-26 16:47:04+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
38,41,23-4659,2023-03-24 20:07:00+00:00,2023-03-26 16:47:04+00:00,NEW WESTMINSTER,BC,V3M 2Z1,1100 Block DUBLIN ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.212678,-122.9342358
39,42,23-4650,2023-03-25 03:31:00+00:00,2023-03-26 16:47:04+00:00,NEW WESTMINSTER,BC,V3L 3J3,300 Block ALBERTA ST,RECOVERED OUTSIDE STOLEN VEH,Vehicle Recovery,RECOVERED OUTSIDE STOLEN VEH,49.22353349999999,-122.8932776
40,43,23-4672,2023-03-24 19:54:00+00:00,2023-03-25 16:10:48+00:00,NEW WESTMINSTER,BC,V3M 1M4,200 Block 10TH ST,THEFT OF AUTO OVER $5000,Theft of Vehicle,THEFT OF AUTO OVER $5000,49.2036315,-122.9198456
41,45,23-4610,2023-03-24 06:00:00+00:00,2023-03-25 16:10:48+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2112657,-122.9254414
42,46,23-4636,2023-03-24 14:36:00+00:00,2023-03-25 16:10:48+00:00,NEW WESTMINSTER,BC,V3L,300 Block KNOX ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2284848,-122.893859
43,47,23-4628,2023-03-24 02:26:00+00:00,2023-03-25 16:10:48+00:00,NEW WESTMINSTER,BC,V3L 2B8,800 Block MCBRIDE BLVD,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2225852,-122.914627
44,48,23-4602,2023-03-24 04:00:00+00:00,2023-03-25 16:10:48+00:00,NEW WESTMINSTER,BC,V3M 2E4,1900 Block 6TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2015949,-122.9420057
45,49,23-4634,2023-03-23 17:00:00+00:00,2023-03-25 16:10:48+00:00,NEW WESTMINSTER,BC,V3L 4B3,100 Block RICHMOND ST,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.2206714,-122.8988955
46,50,23-4581,2023-03-23 03:01:00+00:00,2023-03-24 16:27:10+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.200803,-122.9134438
47,51,23-4551,2023-03-23 01:14:00+00:00,2023-03-24 16:27:11+00:00,NEW WESTMINSTER,BC,V3L,300 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2086143,-122.9149601
48,52,23-4583,2023-03-23 02:17:00+00:00,2023-03-24 16:27:11+00:00,NEW WESTMINSTER,BC,V3L 4J9,200 Block E 8TH AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.22575250000001,-122.9052299
49,53,23-4549,2023-03-23 00:08:00+00:00,2023-03-24 16:27:11+00:00,NEW WESTMINSTER,BC,V3M 5Z5,700 Block ROYAL AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.20359209999999,-122.9127213
50,54,23-4542,2023-03-23 04:57:00+00:00,2023-03-24 16:27:11+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
51,55,23-4559,2023-03-22 22:30:00+00:00,2023-03-24 16:27:11+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 6TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2124082,-122.921433
52,56,23-4533,2023-03-22 20:48:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,.,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956
53,57,23-4524,2023-03-20 22:46:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
54,58,23-4407,2023-03-21 18:57:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405
55,59,23-4447,2023-03-22 16:31:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.203895,-122.906557
56,60,23-4510,2023-03-22 09:45:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3M,900 Block VICTORIA ST,MISCHIEF OVER $5000,Property Crime,MISCHIEF OVER $5000,49.2019194,-122.9141347
57,61,23-4500,2023-03-22 02:09:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3M,300 Block MERCER ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.19339739999999,-122.9296038
58,62,23-4483,2023-03-22 01:43:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3M 3S2,600 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2112657,-122.9254414
59,63,23-4480,2023-03-20 22:00:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3M 4K3,900 Block 12TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2121498,-122.936736
60,64,23-4478,2023-03-21 17:22:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L 3R5,200 Block SHERBROOKE ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.22749229999999,-122.8881355
61,65,23-4445,2023-03-19 04:00:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.2277467,-122.8926041
62,66,23-4400,2023-03-22 17:28:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956
63,67,23-4513,2023-03-22 16:10:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L,300 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2086143,-122.9149601
64,68,23-4508,2023-03-22 19:18:00+00:00,2023-03-23 16:40:54+00:00,NEW WESTMINSTER,BC,V3M 2S7,1700 Block 8TH AVE,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2050826,-122.9427301
65,69,23-4520,2023-03-22 02:52:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block E COLUMBIA ST,TAKE AUTO W/O CONSENT O/$5000,Theft of Vehicle,TAKE AUTO W/O CONSENT O/$5000,49.2237892,-122.8925272
66,70,23-4486,2023-03-21 23:02:00+00:00,2023-03-23 16:40:55+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block E COLUMBIA ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2237892,-122.8925272
67,71,23-4469,2023-03-21 04:30:00+00:00,2023-03-22 16:38:17+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
68,72,23-4426,2023-03-21 14:05:00+00:00,2023-03-22 16:38:17+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200803,-122.9134438
69,73,23-4439,2023-03-20 15:30:00+00:00,2023-03-22 16:38:18+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,BREAK & ENTER-OTHER,Breaking & Entering,BREAK & ENTER-OTHER,49.2026043,-122.9137488
70,74,23-4388,2023-03-19 02:00:00+00:00,2023-03-22 16:38:18+00:00,NEW WESTMINSTER,BC,V3L,MOTT CRES,BREAK & ENTER-RESIDENCE,Breaking & Entering,BREAK & ENTER-RESIDENCE,49.2248093,-122.9113775
71,75,23-80095,2023-03-21 06:21:00+00:00,2023-03-22 16:38:18+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2026043,-122.9137488
72,76,23-4432,2023-03-20 04:01:00+00:00,2023-03-21 16:51:49+00:00,NEW WESTMINSTER,BC,V3M 2E1,1900 Block 6TH AVE,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2015949,-122.9420057
73,77,23-4364,2023-03-20 18:21:00+00:00,2023-03-21 16:51:49+00:00,NEW WESTMINSTER,BC,V3M 1A6,800 Block AGNES ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2026043,-122.9137488
74,78,23-4390,2023-03-17 21:55:00+00:00,2023-03-20 16:57:52+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.203895,-122.906557
75,79,23-80093,2023-03-18 06:00:00+00:00,2023-03-20 16:57:52+00:00,NEW WESTMINSTER,BC,V3M,300 Block LOUELLEN ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2056631,-122.9272464
76,80,23-4324,2023-03-19 11:15:00+00:00,2023-03-20 16:57:52+00:00,NEW WESTMINSTER,BC,V3M 1V1,1300 Block 4TH AVE,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.203853,-122.9280745
77,81,23-4340,2023-03-19 04:36:00+00:00,2023-03-20 16:57:52+00:00,NEW WESTMINSTER,BC,V3L,300 Block 6TH ST,ROBBERY-OTHER,Robbery,ROBBERY-OTHER,49.2086143,-122.9149601
78,82,23-4322,2023-03-18 23:30:00+00:00,2023-03-20 16:57:53+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2131309,-122.9208405
79,84,23-3797,2023-03-18 21:40:00+00:00,2023-03-20 16:57:52+00:00,NEW WESTMINSTER,BC,V3M 4B2,200 Block MOWAT ST,THEFT OF TRUCK OVER $5000,Theft of Vehicle,THEFT OF TRUCK OVER $5000,49.2030643,-122.9209011
80,85,23-80094,2023-03-18 22:51:00+00:00,2023-03-20 16:57:52+00:00,NEW WESTMINSTER,BC,V3L 3S2,400 Block GARRETT ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2280161,-122.8886444
81,86,23-4305,2023-03-18 20:41:00+00:00,2023-03-19 16:10:05+00:00,NEW WESTMINSTER,BC,V3L 0E3,200 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2237892,-122.8925272
82,88,23-4293,2023-03-17 16:10:00+00:00,2023-03-19 16:10:04+00:00,NEW WESTMINSTER,BC,V3M 4X1,2000 Block DUBLIN ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2039743,-122.9502364
83,89,23-4217,2023-03-18 21:12:00+00:00,2023-03-19 16:10:04+00:00,NEW WESTMINSTER,BC,V3M,700 Block 5TH AVE,FRAUD-OTHER,Property Crime,FRAUD-OTHER,49.2105056,-122.9209064
84,91,23-80091,2023-03-16 20:36:00+00:00,2023-03-18 16:33:44+00:00,NEW WESTMINSTER,BC,V3M,600 Block 3RD AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2086762,-122.9147268
85,92,23-4169,2023-03-17 06:27:00+00:00,2023-03-18 16:33:44+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
86,93,23-4197,2023-03-16 22:28:00+00:00,2023-03-18 16:33:44+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
87,94,23-4176,2023-03-16 13:30:00+00:00,2023-03-18 16:33:45+00:00,NEW WESTMINSTER,BC,V3M 6G2,900 Block QUAYSIDE DR,THEFT-OTHER OVER $5000,Theft,THEFT-OTHER OVER $5000,49.1995085,-122.9128078
88,95,23-80089,2023-03-16 01:04:00+00:00,2023-03-18 16:33:44+00:00,NEW WESTMINSTER,BC,V3M 1H6,MCINNES ST & VICTORIA ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2012866,-122.9153534
89,96,23-4122,2023-03-16 19:17:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3M 3S2,700 Block 8TH ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2124946,-122.9256804
90,97,23-4161,2023-03-15 23:12:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3L 3T6,400 Block KELLY ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2280771,-122.8912257
91,98,23-4115,2023-03-13 00:00:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,.,1 Block ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2057179,-122.910956
92,99,23-4114,2023-03-15 22:50:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3L 5P1,400 Block CARNARVON ST,THEFT BICYCLE UNDER $5000,Theft,THEFT BICYCLE UNDER $5000,49.2053373,-122.9064648
93,100,23-4111,2023-03-15 23:47:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
94,101,23-4116,2023-03-16 01:55:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
95,102,23-4123,2023-03-15 23:04:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3M 1A5,400 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2028997,-122.9077891
96,103,23-4113,2023-03-11 07:00:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
97,104,23-4175,2023-03-15 01:00:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3L,300 Block WARD ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.2293568,-122.8931761
98,105,23-4151,2023-03-16 12:59:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3L 1J4,100 Block QUEENS AVE,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.21121840000001,-122.9045527
99,106,23-4144,2023-03-15 17:43:00+00:00,2023-03-17 16:44:57+00:00,NEW WESTMINSTER,BC,V3M,700 Block BOYD ST,BREAK & ENTER-BUSINESS,Breaking & Entering,BREAK & ENTER-BUSINESS,49.1923188,-122.9430768
100,107,23-4091,2023-03-15 19:58:00+00:00,2023-03-16 16:57:31+00:00,NEW WESTMINSTER,BC,V3M 6X3,1200 Block BASRAN AVE,THEFT OF AUTO UNDER $5000,Theft of Vehicle,THEFT OF AUTO UNDER $5000,49.1826836,-122.9509935
101,108,23-4100,2023-03-15 18:40:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
102,109,23-4095,2023-03-14 23:30:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.200803,-122.9134438
103,110,23-4086,2023-03-15 09:52:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,.,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956
104,111,23-4071,2023-03-15 15:01:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3L 3W7,400 Block E COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2277467,-122.8926041
105,112,23-4080,2023-03-15 00:02:00+00:00,2023-03-16 16:57:31+00:00,NEW WESTMINSTER,BC,V3M,1 Block ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.2057179,-122.910956
106,113,23-4050,2023-03-14 22:25:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3L 3C2,600 Block 6TH ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2131309,-122.9208405
107,114,23-4043,2023-03-15 14:47:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3M 4B2,200 Block MOWAT ST,FRAUD-MONEY/PROP/SEC>$5000,Property Crime,FRAUD-MONEY/PROP/SEC>$5000,49.2030643,-122.9209011
108,115,23-4078,2023-03-14 21:35:00+00:00,2023-03-16 16:57:31+00:00,NEW WESTMINSTER,BC,V3M 0G3,800 Block CARNARVON ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.200803,-122.9134438
109,116,23-4041,2023-03-14 14:49:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3M,1000 Block COLUMBIA ST,THEFT-SHOPLIFTING UNDER $5000,Theft,THEFT-SHOPLIFTING UNDER $5000,49.2000823,-122.9174235
110,117,23-4017,2023-03-10 20:30:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3L 5P1,400 Block CARNARVON ST,THEFT BICYCLE OVER $5000,Theft,THEFT BICYCLE OVER $5000,49.2053373,-122.9064648
111,118,23-3979,2023-03-09 14:00:00+00:00,2023-03-16 16:57:31+00:00,NEW WESTMINSTER,BC,V3M 1M4,300 Block 10TH ST,FRAUD-IDENTITY,Property Crime,FRAUD-IDENTITY,49.2051643,-122.9212677
112,119,23-80086,2023-03-15 00:20:00+00:00,2023-03-16 16:57:30+00:00,NEW WESTMINSTER,BC,V3M 2Y3,2300 Block EDINBURGH ST,THEFT FROM MV UNDER $5000,Theft from Vehicle,THEFT FROM MV UNDER $5000,49.200111,-122.9553915
113,120,23-4059,2023-03-14 18:06:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3M 1L8,200 Block 8TH ST,THEFT-OTHER UNDER $5000,Theft,THEFT-OTHER UNDER $5000,49.2053062,-122.9171557
114,121,23-4032,2023-03-14 18:10:00+00:00,2023-03-15 16:30:48+00:00,NEW WESTMINSTER,BC,V3L 1B1,500 Block COLUMBIA ST,MISCHIEF $5000 OR UNDER,Property Crime,MISCHIEF $5000 OR UNDER,49.203895,-122.906557
